District,Urban/Rural,Age_years,Male,Female,Total,County,Province,OBJECTID
MERU CENTRAL,Rural,5,1695,1687,3382,Meru,EASTERN,15749
MERU CENTRAL,Rural,6,1535,1580,3115,Meru,EASTERN,15750
MERU CENTRAL,Rural,7,1580,1578,3158,Meru,EASTERN,15751
MERU CENTRAL,Rural,8,1590,1549,3139,Meru,EASTERN,15752
MERU CENTRAL,Rural,9,1638,1729,3367,Meru,EASTERN,15753
MERU CENTRAL,Rural,10,1631,1587,3218,Meru,EASTERN,15754
MERU CENTRAL,Rural,11,1346,1426,2772,Meru,EASTERN,15755
MERU CENTRAL,Rural,12,1691,1673,3364,Meru,EASTERN,15756
MERU CENTRAL,Rural,13,1646,1595,3241,Meru,EASTERN,15757
MERU CENTRAL,Rural,14,1392,1365,2757,Meru,EASTERN,15758
MERU CENTRAL,Rural,15,1338,1336,2674,Meru,EASTERN,15759
MERU CENTRAL,Rural,16,1279,1310,2589,Meru,EASTERN,15760
MERU CENTRAL,Rural,17,1350,1353,2703,Meru,EASTERN,15761
MERU CENTRAL,Rural,18,1398,1283,2681,Meru,EASTERN,15762
MERU CENTRAL,Rural,19,1180,1168,2348,Meru,EASTERN,15763
MERU CENTRAL,Rural,20,1495,1368,2863,Meru,EASTERN,15764
MERU CENTRAL,Rural,21,1196,1132,2328,Meru,EASTERN,15765
MERU CENTRAL,Rural,22,1253,1225,2478,Meru,EASTERN,15766
MERU CENTRAL,Rural,23,1267,1302,2569,Meru,EASTERN,15767
MERU CENTRAL,Rural,24,1168,1196,2364,Meru,EASTERN,15768
MERU CENTRAL,Rural,25,1660,1648,3308,Meru,EASTERN,15769
MERU CENTRAL,Rural,26,1169,1242,2411,Meru,EASTERN,15770
MERU CENTRAL,Rural,27,1254,1114,2368,Meru,EASTERN,15771
MERU CENTRAL,Rural,28,1123,1119,2242,Meru,EASTERN,15772
MERU CENTRAL,Rural,29,1173,1120,2293,Meru,EASTERN,15773
MERU CENTRAL,Rural,30,1580,1696,3276,Meru,EASTERN,15774
MERU CENTRAL,Rural,31,982,887,1869,Meru,EASTERN,15775
MERU CENTRAL,Rural,32,1033,1016,2049,Meru,EASTERN,15776
MERU CENTRAL,Rural,33,911,836,1747,Meru,EASTERN,15777
MERU CENTRAL,Rural,34,909,882,1791,Meru,EASTERN,15778
MERU CENTRAL,Rural,35,1285,1254,2539,Meru,EASTERN,15779
MERU CENTRAL,Rural,36,861,877,1738,Meru,EASTERN,15780
MERU CENTRAL,Rural,37,864,792,1656,Meru,EASTERN,15781
MERU CENTRAL,Rural,38,754,816,1570,Meru,EASTERN,15782
MERU CENTRAL,Rural,39,810,711,1521,Meru,EASTERN,15783
MERU CENTRAL,Rural,40,1077,1216,2293,Meru,EASTERN,15784
MERU CENTRAL,Rural,41,665,657,1322,Meru,EASTERN,15785
MERU CENTRAL,Rural,42,573,498,1071,Meru,EASTERN,15786
MERU CENTRAL,Rural,43,477,517,994,Meru,EASTERN,15787
MERU CENTRAL,Rural,44,487,510,997,Meru,EASTERN,15788
MERU CENTRAL,Rural,45,906,1050,1956,Meru,EASTERN,15789
MERU CENTRAL,Rural,46,653,729,1382,Meru,EASTERN,15790
MERU CENTRAL,Rural,47,567,630,1197,Meru,EASTERN,15791
MERU CENTRAL,Rural,48,600,624,1224,Meru,EASTERN,15792
MERU CENTRAL,Rural,49,585,603,1188,Meru,EASTERN,15793
MERU CENTRAL,Rural,50,814,1118,1932,Meru,EASTERN,15794
MERU CENTRAL,Rural,51,478,417,895,Meru,EASTERN,15795
MERU CENTRAL,Rural,52,421,420,841,Meru,EASTERN,15796
MERU CENTRAL,Rural,53,375,350,725,Meru,EASTERN,15797
MERU CENTRAL,Rural,54,324,343,667,Meru,EASTERN,15798
MERU CENTRAL,Rural,55,512,643,1155,Meru,EASTERN,15799
MERU CENTRAL,Rural,56,377,383,760,Meru,EASTERN,15800
MERU CENTRAL,Rural,57,532,592,1124,Meru,EASTERN,15801
MERU CENTRAL,Rural,58,293,250,543,Meru,EASTERN,15802
MERU CENTRAL,Rural,59,382,371,753,Meru,EASTERN,15803
MERU CENTRAL,Rural,60,637,798,1435,Meru,EASTERN,15804
MERU CENTRAL,Rural,61,349,324,673,Meru,EASTERN,15805
MERU CENTRAL,Rural,62,264,214,478,Meru,EASTERN,15806
MERU CENTRAL,Rural,63,253,219,472,Meru,EASTERN,15807
MERU CENTRAL,Rural,64,249,288,537,Meru,EASTERN,15808
MERU CENTRAL,Rural,65,321,361,682,Meru,EASTERN,15809
MERU CENTRAL,Rural,66,138,133,271,Meru,EASTERN,15810
MERU CENTRAL,Rural,67,302,319,621,Meru,EASTERN,15811
MERU CENTRAL,Rural,68,154,154,308,Meru,EASTERN,15812
MERU CENTRAL,Rural,69,200,308,508,Meru,EASTERN,15813
MERU CENTRAL,Rural,70,423,637,1060,Meru,EASTERN,15814
MERU CENTRAL,Rural,71,126,164,290,Meru,EASTERN,15815
MERU CENTRAL,Rural,72,150,152,302,Meru,EASTERN,15816
MERU CENTRAL,Rural,73,163,132,295,Meru,EASTERN,15817
MERU CENTRAL,Rural,74,159,179,338,Meru,EASTERN,15818
MERU CENTRAL,Rural,75,213,222,435,Meru,EASTERN,15819
MERU CENTRAL,Rural,76,122,95,217,Meru,EASTERN,15820
MERU CENTRAL,Rural,77,118,156,274,Meru,EASTERN,15821
MERU CENTRAL,Rural,78,113,114,227,Meru,EASTERN,15822
MERU CENTRAL,Rural,79,119,225,344,Meru,EASTERN,15823
MERU CENTRAL,Rural,80+,1051,1584,2635,Meru,EASTERN,15824
MERU CENTRAL,Rural,Age NS,14,9,23,Meru,EASTERN,15825
IMENTI NORTH,Rural,0,2285,2186,4471,Meru,EASTERN,15826
IMENTI NORTH,Rural,1,2031,2041,4072,Meru,EASTERN,15827
IMENTI NORTH,Rural,2,2356,2406,4762,Meru,EASTERN,15828
IMENTI NORTH,Rural,3,2314,2344,4658,Meru,EASTERN,15829
IMENTI NORTH,Rural,4,2450,2333,4783,Meru,EASTERN,15830
IMENTI NORTH,Rural,5,2612,2364,4976,Meru,EASTERN,15831
IMENTI NORTH,Rural,6,2244,2220,4464,Meru,EASTERN,15832
IMENTI NORTH,Rural,7,2223,2208,4431,Meru,EASTERN,15833
IMENTI NORTH,Rural,8,2129,2095,4224,Meru,EASTERN,15834
IMENTI NORTH,Rural,9,2395,2289,4684,Meru,EASTERN,15835
IMENTI NORTH,Rural,10,2396,2243,4639,Meru,EASTERN,15836
IMENTI NORTH,Rural,11,1806,1782,3588,Meru,EASTERN,15837
IMENTI NORTH,Rural,12,2390,2107,4497,Meru,EASTERN,15838
IMENTI NORTH,Rural,13,2191,2146,4337,Meru,EASTERN,15839
IMENTI NORTH,Rural,14,1993,1904,3897,Meru,EASTERN,15840
IMENTI NORTH,Rural,15,1939,1764,3703,Meru,EASTERN,15841
IMENTI NORTH,Rural,16,1694,1666,3360,Meru,EASTERN,15842
IMENTI NORTH,Rural,17,1904,1743,3647,Meru,EASTERN,15843
IMENTI NORTH,Rural,18,1935,1715,3650,Meru,EASTERN,15844
IMENTI NORTH,Rural,19,1643,1476,3119,Meru,EASTERN,15845
IMENTI NORTH,Rural,20,2133,2026,4159,Meru,EASTERN,15846
IMENTI NORTH,Rural,21,1533,1498,3031,Meru,EASTERN,15847
IMENTI NORTH,Rural,22,1727,1782,3509,Meru,EASTERN,15848
IMENTI NORTH,Rural,23,1697,1821,3518,Meru,EASTERN,15849
IMENTI NORTH,Rural,24,1619,1689,3308,Meru,EASTERN,15850
IMENTI NORTH,Rural,25,2439,2412,4851,Meru,EASTERN,15851
IMENTI NORTH,Rural,26,1537,1666,3203,Meru,EASTERN,15852
IMENTI NORTH,Rural,27,1850,1712,3562,Meru,EASTERN,15853
IMENTI NORTH,Rural,28,1708,1717,3425,Meru,EASTERN,15854
IMENTI NORTH,Rural,29,1610,1574,3184,Meru,EASTERN,15855
IMENTI NORTH,Rural,30,2717,2750,5467,Meru,EASTERN,15856
IMENTI NORTH,Rural,31,1366,1072,2438,Meru,EASTERN,15857
IMENTI NORTH,Rural,32,1552,1485,3037,Meru,EASTERN,15858
IMENTI NORTH,Rural,33,1231,1048,2279,Meru,EASTERN,15859
IMENTI NORTH,Rural,34,1192,1110,2302,Meru,EASTERN,15860
IMENTI NORTH,Rural,35,2078,1956,4034,Meru,EASTERN,15861
IMENTI NORTH,Rural,36,1049,950,1999,Meru,EASTERN,15862
IMENTI NORTH,Rural,37,1040,979,2019,Meru,EASTERN,15863
IMENTI NORTH,Rural,38,1085,1160,2245,Meru,EASTERN,15864
IMENTI NORTH,Rural,39,960,925,1885,Meru,EASTERN,15865
IMENTI NORTH,Rural,40,1780,1879,3659,Meru,EASTERN,15866
IMENTI NORTH,Rural,41,791,713,1504,Meru,EASTERN,15867
IMENTI NORTH,Rural,42,825,802,1627,Meru,EASTERN,15868
IMENTI NORTH,Rural,43,616,661,1277,Meru,EASTERN,15869
IMENTI NORTH,Rural,44,611,595,1206,Meru,EASTERN,15870
IMENTI NORTH,Rural,45,1278,1432,2710,Meru,EASTERN,15871
IMENTI NORTH,Rural,46,892,856,1748,Meru,EASTERN,15872
IMENTI NORTH,Rural,47,738,792,1530,Meru,EASTERN,15873
IMENTI NORTH,Rural,48,748,819,1567,Meru,EASTERN,15874
IMENTI NORTH,Rural,49,725,639,1364,Meru,EASTERN,15875
IMENTI NORTH,Rural,50,1218,1454,2672,Meru,EASTERN,15876
IMENTI NORTH,Rural,51,536,493,1029,Meru,EASTERN,15877
IMENTI NORTH,Rural,52,605,513,1118,Meru,EASTERN,15878
IMENTI NORTH,Rural,53,464,452,916,Meru,EASTERN,15879
IMENTI NORTH,Rural,54,428,378,806,Meru,EASTERN,15880
IMENTI NORTH,Rural,55,763,799,1562,Meru,EASTERN,15881
IMENTI NORTH,Rural,56,497,445,942,Meru,EASTERN,15882
IMENTI NORTH,Rural,57,605,610,1215,Meru,EASTERN,15883
IMENTI NORTH,Rural,58,387,317,704,Meru,EASTERN,15884
IMENTI NORTH,Rural,59,453,394,847,Meru,EASTERN,15885
IMENTI NORTH,Rural,60,855,1040,1895,Meru,EASTERN,15886
IMENTI NORTH,Rural,61,336,294,630,Meru,EASTERN,15887
IMENTI NORTH,Rural,62,326,240,566,Meru,EASTERN,15888
IMENTI NORTH,Rural,63,276,207,483,Meru,EASTERN,15889
IMENTI NORTH,Rural,64,261,273,534,Meru,EASTERN,15890
IMENTI NORTH,Rural,65,390,467,857,Meru,EASTERN,15891
IMENTI NORTH,Rural,66,173,171,344,Meru,EASTERN,15892
IMENTI NORTH,Rural,67,334,382,716,Meru,EASTERN,15893
IMENTI NORTH,Rural,68,201,173,374,Meru,EASTERN,15894
IMENTI NORTH,Rural,69,185,249,434,Meru,EASTERN,15895
IMENTI NORTH,Rural,70,542,812,1354,Meru,EASTERN,15896
IMENTI NORTH,Rural,71,146,138,284,Meru,EASTERN,15897
IMENTI NORTH,Rural,72,194,113,307,Meru,EASTERN,15898
IMENTI NORTH,Rural,73,195,126,321,Meru,EASTERN,15899
IMENTI NORTH,Rural,74,158,127,285,Meru,EASTERN,15900
IMENTI NORTH,Rural,75,226,239,465,Meru,EASTERN,15901
IMENTI NORTH,Rural,76,131,90,221,Meru,EASTERN,15902
IMENTI NORTH,Rural,77,118,98,216,Meru,EASTERN,15903
IMENTI NORTH,Rural,78,111,116,227,Meru,EASTERN,15904
IMENTI NORTH,Rural,79,81,158,239,Meru,EASTERN,15905
IMENTI NORTH,Rural,80+,1132,1658,2790,Meru,EASTERN,15906
IMENTI NORTH,Rural,Age NS,71,26,97,Meru,EASTERN,15907
IMENTI SOUTH,Rural,0,1884,1894,3778,Meru,EASTERN,15908
IMENTI SOUTH,Rural,1,1823,1806,3629,Meru,EASTERN,15909
IMENTI SOUTH,Rural,2,2005,1907,3912,Meru,EASTERN,15910
IMENTI SOUTH,Rural,3,2004,1874,3878,Meru,EASTERN,15911
IMENTI SOUTH,Rural,4,2075,1965,4040,Meru,EASTERN,15912
IMENTI SOUTH,Rural,5,2090,1985,4075,Meru,EASTERN,15913
IMENTI SOUTH,Rural,6,1900,1833,3733,Meru,EASTERN,15914
IMENTI SOUTH,Rural,7,1844,1900,3744,Meru,EASTERN,15915
IMENTI SOUTH,Rural,8,1765,1765,3530,Meru,EASTERN,15916
IMENTI SOUTH,Rural,9,1922,1940,3862,Meru,EASTERN,15917
IMENTI SOUTH,Rural,10,1987,1888,3875,Meru,EASTERN,15918
IMENTI SOUTH,Rural,11,1510,1646,3156,Meru,EASTERN,15919
IMENTI SOUTH,Rural,12,2212,2032,4244,Meru,EASTERN,15920
IMENTI SOUTH,Rural,13,1905,1951,3856,Meru,EASTERN,15921
IMENTI SOUTH,Rural,14,1886,1709,3595,Meru,EASTERN,15922
IMENTI SOUTH,Rural,15,1621,1586,3207,Meru,EASTERN,15923
IMENTI SOUTH,Rural,16,1459,1613,3072,Meru,EASTERN,15924
IMENTI SOUTH,Rural,17,1678,1691,3369,Meru,EASTERN,15925
IMENTI SOUTH,Rural,18,1768,1634,3402,Meru,EASTERN,15926
IMENTI SOUTH,Rural,19,1405,1389,2794,Meru,EASTERN,15927
IMENTI SOUTH,Rural,20,1902,1773,3675,Meru,EASTERN,15928
IMENTI SOUTH,Rural,21,1468,1277,2745,Meru,EASTERN,15929
IMENTI SOUTH,Rural,22,1588,1555,3143,Meru,EASTERN,15930
IMENTI SOUTH,Rural,23,1485,1485,2970,Meru,EASTERN,15931
IMENTI SOUTH,Rural,24,1302,1314,2616,Meru,EASTERN,15932
IMENTI SOUTH,Rural,25,1881,1946,3827,Meru,EASTERN,15933
IMENTI SOUTH,Rural,26,1339,1327,2666,Meru,EASTERN,15934
IMENTI SOUTH,Rural,27,1355,1343,2698,Meru,EASTERN,15935
IMENTI SOUTH,Rural,28,1253,1393,2646,Meru,EASTERN,15936
IMENTI SOUTH,Rural,29,1286,1274,2560,Meru,EASTERN,15937
IMENTI SOUTH,Rural,30,2088,2165,4253,Meru,EASTERN,15938
IMENTI SOUTH,Rural,31,1112,929,2041,Meru,EASTERN,15939
IMENTI SOUTH,Rural,32,1264,1135,2399,Meru,EASTERN,15940
IMENTI SOUTH,Rural,33,1058,971,2029,Meru,EASTERN,15941
IMENTI SOUTH,Rural,34,1070,1001,2071,Meru,EASTERN,15942
IMENTI SOUTH,Rural,35,1710,1675,3385,Meru,EASTERN,15943
IMENTI SOUTH,Rural,36,960,936,1896,Meru,EASTERN,15944
IMENTI SOUTH,Rural,37,957,906,1863,Meru,EASTERN,15945
IMENTI SOUTH,Rural,38,990,1020,2010,Meru,EASTERN,15946
IMENTI SOUTH,Rural,39,942,893,1835,Meru,EASTERN,15947
IMENTI SOUTH,Rural,40,1513,1619,3132,Meru,EASTERN,15948
IMENTI SOUTH,Rural,41,728,621,1349,Meru,EASTERN,15949
IMENTI SOUTH,Rural,42,699,599,1298,Meru,EASTERN,15950
IMENTI SOUTH,Rural,43,568,543,1111,Meru,EASTERN,15951
IMENTI SOUTH,Rural,44,553,515,1068,Meru,EASTERN,15952
IMENTI SOUTH,Rural,45,1078,1236,2314,Meru,EASTERN,15953
IMENTI SOUTH,Rural,46,832,764,1596,Meru,EASTERN,15954
IMENTI SOUTH,Rural,47,688,669,1357,Meru,EASTERN,15955
IMENTI SOUTH,Rural,48,649,687,1336,Meru,EASTERN,15956
IMENTI SOUTH,Rural,49,733,626,1359,Meru,EASTERN,15957
IMENTI SOUTH,Rural,50,1162,1222,2384,Meru,EASTERN,15958
IMENTI SOUTH,Rural,51,523,445,968,Meru,EASTERN,15959
IMENTI SOUTH,Rural,52,550,452,1002,Meru,EASTERN,15960
IMENTI SOUTH,Rural,53,421,410,831,Meru,EASTERN,15961
IMENTI SOUTH,Rural,54,316,343,659,Meru,EASTERN,15962
IMENTI SOUTH,Rural,55,656,686,1342,Meru,EASTERN,15963
IMENTI SOUTH,Rural,56,402,432,834,Meru,EASTERN,15964
IMENTI SOUTH,Rural,57,612,511,1123,Meru,EASTERN,15965
IMENTI SOUTH,Rural,58,336,287,623,Meru,EASTERN,15966
IMENTI SOUTH,Rural,59,387,378,765,Meru,EASTERN,15967
IMENTI SOUTH,Rural,60,753,873,1626,Meru,EASTERN,15968
IMENTI SOUTH,Rural,61,349,298,647,Meru,EASTERN,15969
IMENTI SOUTH,Rural,62,302,269,571,Meru,EASTERN,15970
IMENTI SOUTH,Rural,63,255,224,479,Meru,EASTERN,15971
IMENTI SOUTH,Rural,64,275,287,562,Meru,EASTERN,15972
IMENTI SOUTH,Rural,65,359,456,815,Meru,EASTERN,15973
IMENTI SOUTH,Rural,66,146,135,281,Meru,EASTERN,15974
IMENTI SOUTH,Rural,67,299,341,640,Meru,EASTERN,15975
IMENTI SOUTH,Rural,68,208,232,440,Meru,EASTERN,15976
IMENTI SOUTH,Rural,69,231,291,522,Meru,EASTERN,15977
IMENTI SOUTH,Rural,70,531,750,1281,Meru,EASTERN,15978
IMENTI SOUTH,Rural,71,128,134,262,Meru,EASTERN,15979
IMENTI SOUTH,Rural,72,191,171,362,Meru,EASTERN,15980
IMENTI SOUTH,Rural,73,206,184,390,Meru,EASTERN,15981
IMENTI SOUTH,Rural,74,159,162,321,Meru,EASTERN,15982
IMENTI SOUTH,Rural,75,288,277,565,Meru,EASTERN,15983
IMENTI SOUTH,Rural,76,124,85,209,Meru,EASTERN,15984
IMENTI SOUTH,Rural,77,129,123,252,Meru,EASTERN,15985
IMENTI SOUTH,Rural,78,113,116,229,Meru,EASTERN,15986
IMENTI SOUTH,Rural,79,118,192,310,Meru,EASTERN,15987
IMENTI SOUTH,Rural,80+,1237,1719,2956,Meru,EASTERN,15988
IMENTI SOUTH,Rural,Age NS,36,32,68,Meru,EASTERN,15989
MERU SOUTH,Rural,0,1236,1154,2390,Meru,EASTERN,15990
MERU SOUTH,Rural,1,1113,1095,2208,Meru,EASTERN,15991
MERU SOUTH,Rural,2,1158,1188,2346,Meru,EASTERN,15992
MERU SOUTH,Rural,3,1164,1177,2341,Meru,EASTERN,15993
MERU SOUTH,Rural,4,1301,1149,2450,Meru,EASTERN,15994
MERU SOUTH,Rural,5,1263,1211,2474,Meru,EASTERN,15995
MERU SOUTH,Rural,6,1128,1164,2292,Meru,EASTERN,15996
MERU SOUTH,Rural,7,1128,1152,2280,Meru,EASTERN,15997
MERU SOUTH,Rural,8,1031,1043,2074,Meru,EASTERN,15998
MERU SOUTH,Rural,9,1111,1170,2281,Meru,EASTERN,15999
MERU SOUTH,Rural,10,1167,1135,2302,Meru,EASTERN,16000
MERU SOUTH,Rural,11,912,950,1862,Meru,EASTERN,16001
MERU SOUTH,Rural,12,1146,1161,2307,Meru,EASTERN,16002
MERU SOUTH,Rural,13,1099,1159,2258,Meru,EASTERN,16003
MERU SOUTH,Rural,14,1019,1015,2034,Meru,EASTERN,16004
MERU SOUTH,Rural,15,954,901,1855,Meru,EASTERN,16005
MERU SOUTH,Rural,16,872,924,1796,Meru,EASTERN,16006
MERU SOUTH,Rural,17,980,850,1830,Meru,EASTERN,16007
MERU SOUTH,Rural,18,973,805,1778,Meru,EASTERN,16008
MERU SOUTH,Rural,19,778,693,1471,Meru,EASTERN,16009
MERU SOUTH,Rural,20,819,922,1741,Meru,EASTERN,16010
MERU SOUTH,Rural,21,583,621,1204,Meru,EASTERN,16011
MERU SOUTH,Rural,22,629,713,1342,Meru,EASTERN,16012
MERU SOUTH,Rural,23,590,715,1305,Meru,EASTERN,16013
MERU SOUTH,Rural,24,508,684,1192,Meru,EASTERN,16014
MERU SOUTH,Rural,25,689,880,1569,Meru,EASTERN,16015
MERU SOUTH,Rural,26,499,602,1101,Meru,EASTERN,16016
MERU SOUTH,Rural,27,490,576,1066,Meru,EASTERN,16017
MERU SOUTH,Rural,28,471,682,1153,Meru,EASTERN,16018
MERU SOUTH,Rural,29,514,599,1113,Meru,EASTERN,16019
MERU SOUTH,Rural,30,731,947,1678,Meru,EASTERN,16020
MERU SOUTH,Rural,31,442,465,907,Meru,EASTERN,16021
MERU SOUTH,Rural,32,456,561,1017,Meru,EASTERN,16022
MERU SOUTH,Rural,33,393,439,832,Meru,EASTERN,16023
MERU SOUTH,Rural,34,357,454,811,Meru,EASTERN,16024
MERU SOUTH,Rural,35,631,778,1409,Meru,EASTERN,16025
MERU SOUTH,Rural,36,389,422,811,Meru,EASTERN,16026
MERU SOUTH,Rural,37,350,451,801,Meru,EASTERN,16027
MERU SOUTH,Rural,38,358,426,784,Meru,EASTERN,16028
MERU SOUTH,Rural,39,383,416,799,Meru,EASTERN,16029
MERU SOUTH,Rural,40,576,688,1264,Meru,EASTERN,16030
MERU SOUTH,Rural,41,339,307,646,Meru,EASTERN,16031
MERU SOUTH,Rural,42,293,297,590,Meru,EASTERN,16032
MERU SOUTH,Rural,43,245,296,541,Meru,EASTERN,16033
MERU SOUTH,Rural,44,242,252,494,Meru,EASTERN,16034
MERU SOUTH,Rural,45,489,592,1081,Meru,EASTERN,16035
MERU SOUTH,Rural,46,348,405,753,Meru,EASTERN,16036
MERU SOUTH,Rural,47,266,317,583,Meru,EASTERN,16037
MERU SOUTH,Rural,48,282,307,589,Meru,EASTERN,16038
MERU SOUTH,Rural,49,302,321,623,Meru,EASTERN,16039
MERU SOUTH,Rural,50,411,597,1008,Meru,EASTERN,16040
MERU SOUTH,Rural,51,246,233,479,Meru,EASTERN,16041
MERU SOUTH,Rural,52,271,266,537,Meru,EASTERN,16042
MERU SOUTH,Rural,53,186,211,397,Meru,EASTERN,16043
MERU SOUTH,Rural,54,182,193,375,Meru,EASTERN,16044
MERU SOUTH,Rural,55,313,362,675,Meru,EASTERN,16045
MERU SOUTH,Rural,56,233,199,432,Meru,EASTERN,16046
MERU SOUTH,Rural,57,295,282,577,Meru,EASTERN,16047
MERU SOUTH,Rural,58,150,149,299,Meru,EASTERN,16048
MERU SOUTH,Rural,59,216,208,424,Meru,EASTERN,16049
MERU SOUTH,Rural,60,341,412,753,Meru,EASTERN,16050
MERU SOUTH,Rural,61,191,201,392,Meru,EASTERN,16051
MERU SOUTH,Rural,62,177,178,355,Meru,EASTERN,16052
MERU SOUTH,Rural,63,134,124,258,Meru,EASTERN,16053
MERU SOUTH,Rural,64,130,176,306,Meru,EASTERN,16054
MERU SOUTH,Rural,65,173,187,360,Meru,EASTERN,16055
MERU SOUTH,Rural,66,81,90,171,Meru,EASTERN,16056
MERU SOUTH,Rural,67,178,178,356,Meru,EASTERN,16057
MERU SOUTH,Rural,68,119,106,225,Meru,EASTERN,16058
MERU SOUTH,Rural,69,112,162,274,Meru,EASTERN,16059
MERU SOUTH,Rural,70,242,282,524,Meru,EASTERN,16060
MERU SOUTH,Rural,71,71,89,160,Meru,EASTERN,16061
MERU SOUTH,Rural,72,84,57,141,Meru,EASTERN,16062
MERU SOUTH,Rural,73,84,87,171,Meru,EASTERN,16063
MERU SOUTH,Rural,74,67,106,173,Meru,EASTERN,16064
MERU SOUTH,Rural,75,102,129,231,Meru,EASTERN,16065
MERU SOUTH,Rural,76,57,49,106,Meru,EASTERN,16066
MERU SOUTH,Rural,77,50,62,112,Meru,EASTERN,16067
MERU SOUTH,Rural,78,70,54,124,Meru,EASTERN,16068
MERU SOUTH,Rural,79,91,118,209,Meru,EASTERN,16069
MERU SOUTH,Rural,80+,636,934,1570,Meru,EASTERN,16070
MERU SOUTH,Rural,Age NS,21,14,35,Meru,EASTERN,16071
MAARA,Rural,0,876,870,1746,Meru,EASTERN,16072
MAARA,Rural,1,894,853,1747,Meru,EASTERN,16073
MAARA,Rural,2,916,931,1847,Meru,EASTERN,16074
MAARA,Rural,3,957,943,1900,Meru,EASTERN,16075
MAARA,Rural,4,1002,998,2000,Meru,EASTERN,16076
MAARA,Rural,5,944,977,1921,Meru,EASTERN,16077
MAARA,Rural,6,954,983,1937,Meru,EASTERN,16078
MAARA,Rural,7,953,854,1807,Meru,EASTERN,16079
MAARA,Rural,8,859,894,1753,Meru,EASTERN,16080
MAARA,Rural,9,937,908,1845,Meru,EASTERN,16081
MAARA,Rural,10,911,860,1771,Meru,EASTERN,16082
MAARA,Rural,11,740,754,1494,Meru,EASTERN,16083
MAARA,Rural,12,993,918,1911,Meru,EASTERN,16084
MAARA,Rural,13,930,870,1800,Meru,EASTERN,16085
MAARA,Rural,14,821,796,1617,Meru,EASTERN,16086
MAARA,Rural,15,764,727,1491,Meru,EASTERN,16087
MAARA,Rural,16,695,774,1469,Meru,EASTERN,16088
MAARA,Rural,17,772,767,1539,Meru,EASTERN,16089
MAARA,Rural,18,740,689,1429,Meru,EASTERN,16090
MAARA,Rural,19,633,632,1265,Meru,EASTERN,16091
MAARA,Rural,20,726,797,1523,Meru,EASTERN,16092
MAARA,Rural,21,531,593,1124,Meru,EASTERN,16093
MAARA,Rural,22,601,622,1223,Meru,EASTERN,16094
MAARA,Rural,23,643,612,1255,Meru,EASTERN,16095
MAARA,Rural,24,563,532,1095,Meru,EASTERN,16096
MAARA,Rural,25,731,756,1487,Meru,EASTERN,16097
MAARA,Rural,26,483,554,1037,Meru,EASTERN,16098
MAARA,Rural,27,520,547,1067,Meru,EASTERN,16099
MAARA,Rural,28,477,545,1022,Meru,EASTERN,16100
MAARA,Rural,29,513,555,1068,Meru,EASTERN,16101
MAARA,Rural,30,751,784,1535,Meru,EASTERN,16102
MAARA,Rural,31,496,443,939,Meru,EASTERN,16103
MAARA,Rural,32,482,495,977,Meru,EASTERN,16104
MAARA,Rural,33,370,396,766,Meru,EASTERN,16105
MAARA,Rural,34,468,450,918,Meru,EASTERN,16106
MAARA,Rural,35,698,650,1348,Meru,EASTERN,16107
MAARA,Rural,36,404,421,825,Meru,EASTERN,16108
MAARA,Rural,37,386,378,764,Meru,EASTERN,16109
MAARA,Rural,38,376,409,785,Meru,EASTERN,16110
MAARA,Rural,39,386,392,778,Meru,EASTERN,16111
MAARA,Rural,40,583,548,1131,Meru,EASTERN,16112
MAARA,Rural,41,340,296,636,Meru,EASTERN,16113
MAARA,Rural,42,282,261,543,Meru,EASTERN,16114
MAARA,Rural,43,243,255,498,Meru,EASTERN,16115
MAARA,Rural,44,264,250,514,Meru,EASTERN,16116
MAARA,Rural,45,491,531,1022,Meru,EASTERN,16117
MAARA,Rural,46,352,327,679,Meru,EASTERN,16118
MAARA,Rural,47,282,276,558,Meru,EASTERN,16119
MAARA,Rural,48,289,325,614,Meru,EASTERN,16120
MAARA,Rural,49,334,319,653,Meru,EASTERN,16121
MAARA,Rural,50,456,527,983,Meru,EASTERN,16122
MAARA,Rural,51,257,278,535,Meru,EASTERN,16123
MAARA,Rural,52,299,277,576,Meru,EASTERN,16124
MAARA,Rural,53,231,208,439,Meru,EASTERN,16125
MAARA,Rural,54,220,221,441,Meru,EASTERN,16126
MAARA,Rural,55,334,352,686,Meru,EASTERN,16127
MAARA,Rural,56,259,212,471,Meru,EASTERN,16128
MAARA,Rural,57,330,299,629,Meru,EASTERN,16129
MAARA,Rural,58,177,182,359,Meru,EASTERN,16130
MAARA,Rural,59,213,262,475,Meru,EASTERN,16131
MAARA,Rural,60,370,406,776,Meru,EASTERN,16132
MAARA,Rural,61,165,168,333,Meru,EASTERN,16133
MAARA,Rural,62,172,147,319,Meru,EASTERN,16134
MAARA,Rural,63,130,121,251,Meru,EASTERN,16135
MAARA,Rural,64,157,143,300,Meru,EASTERN,16136
MAARA,Rural,65,170,159,329,Meru,EASTERN,16137
MAARA,Rural,66,90,123,213,Meru,EASTERN,16138
MAARA,Rural,67,148,161,309,Meru,EASTERN,16139
MAARA,Rural,68,91,96,187,Meru,EASTERN,16140
MAARA,Rural,69,121,136,257,Meru,EASTERN,16141
MAARA,Rural,70,207,266,473,Meru,EASTERN,16142
